187355,0
4865,1
245770,2
366135,3
261730,4
367290,5
369810,6
364735,7
370825,8
5950,9
345380,10
369845,11
18690,12
218960,13
228095,14
109620,15
221725,16
32515,17
257950,18
187110,19
128800,20
361865,21
368970,22
193340,23
238420,24
359100,25
245210,26
361515,27
8435,28
250530,29
201250,30
129465,31
74795,32
358400,33
197190,34
4655,35
370860,36
355705,37
6265,38
182770,39
344995,40
369495,41
67061,42
170801,43
5356,44
61111,45
369846,46
364736,47
357491,48
370791,49
369811,50
358401,51
370126,52
4376,53
245246,54
368131,55
356861,56
85576,57
4621,58
38921,59
245211,60
213606,61
370861,62
243706,63
1,64
259596,65
201111,66
358611,67
157851,68
94746,69
216371,70
137481,71
176506,72
260051,73
166566,74
194146,75
261101,76
360431,77
72941,78
368446,79
244616,80
5812,81
258057,82
60062,83
370827,84
249622,85
367782,86
369847,87
256167,88
36122,89
216442,90
343002,91
41897,92
200342,93
366137,94
206327,95
250497,96
94607,97
243707,98
356162,99
258687,100
260682,101
370162,102
368237,103
367397,104
206537,105
141227,106
72662,107
357632,108
360082,109
131987,110
364072,111
169822,112
249272,113
8087,114
51277,115
367852,116
370862,117
370127,118
356057,119
5182,120
351473,121
354133,122
46763,123
110848,124
232158,125
227293,126
356058,127
177138,128
244723,129
368238,130
346643,131
257568,132
177908,133
370128,134
348288,135
369568,136
135488,137
102553,138
197718,139
195898,140
183333,141
344648,142
149453,143
347868,144
359278,145
225368,146
260368,147
75603,148
159078,149
220748,150
87503,151
357773,152
240173,153
369673,154
367153,155
368029,156
369744,157
369779,158
228099,159
170559,160
355989,161
69164,162
170244,163
136469,164
253999,165
356864,166
5849,167
358789,168
192399,169
361589,170
160304,171
48024,172
243464,173
356724,174
212139,175
356164,176
362394,177
204474,178
370129,179
238599,180
356059,181
209759,182
35459,183
15194,184
244654,185
370899,186
360049,187
346329,188
354834,189
167689,190
169824,191
6304,192
5884,193
369745,194
238740,195
240455,196
348780,197
369115,198
367785,199
90410,200
167690,201
204790,202
171435,203
369885,204
170770,205
242380,206
250570,207
362605,208
365580,209
220960,210
368205,211
238950,212
