51188970,0
50876665,1
51324840,2
51325470,3
50967175,4
51160725,5
49823410,6
51501520,7
51003085,8
51260300,9
50966580,10
51409225,11
51125935,12
51137590,13
51603930,14
50880130,15
51105285,16
51193100,17
50982680,18
50876770,19
50362410,20
50617595,21
51178680,22
51003400,23
50881005,24
51094785,25
51137625,26
51447760,27
51001965,28
50927100,29
49969605,30
51196880,31
51454795,32
51092755,33
50769845,34
51453885,35
50244880,36
50773205,37
51285885,38
50941310,39
50898190,40
51525810,41
51469565,42
50244985,43
50601425,44
50959440,45
50763405,46
51103500,47
51206260,48
51535925,49
50823885,50
51469425,51
50960875,52
51122505,53
51448075,54
50876350,55
50765960,56
51272445,57
51294740,58
50774605,59
51526615,60
51347730,61
49982975,62
51475375,63
51237830,64
50961435,65
51292290,66
51473835,67
51079875,68
51102905,69
50775305,70
50771875,71
50050210,72
51302370,73
49985285,74
50766870,75
51017330,76
51513840,77
51409295,78
51292500,79
51317490,80
51002315,81
50821225,82
50219645,83
51078405,84
51078230,85
51288790,86
49429310,87
51191980,88
50687070,89
51006480,90
50976485,91
51443000,92
51123905,93
51046345,94
50824795,95
50769775,96
51292150,97
51455495,98
51330230,99
51192295,100
50322055,101
51266215,102
51447025,103
51317770,104
51160830,105
51017505,106
50876700,107
51265515,108
51126145,109
51455845,110
50601320,111
51452450,112
50742965,113
50948520,114
50959510,115
51474570,116
51039555,117
51322670,118
51079945,119
51005430,120
51266530,121
51454690,122
50876735,123
51206400,124
51122085,125
50869385,126
50881180,127
51324770,128
50687245,129
51289980,130
51325505,131
51266495,132
50617980,133
50824725,134
51324210,135
51003715,136
51266075,137
51062165,138
51122155,139
51161145,140
51216305,141
50602335,142
51272375,143
51473870,144
51079805,145
51192330,146
50601600,147
51062235,148
50326815,149
49430045,150
50770055,151
50687035,152
51512825,153
51108575,154
50379560,155
50982505,156
51079000,157
51206750,158
51192715,159
51002840,160
50923460,161
50327445,162
51033290,163
51190055,164
51105075,165
51455530,166
51525845,167
50881775,168
50923355,169
51342200,170
51535120,171
50379315,172
50152970,173
49510685,174
50236830,175
50959545,176
51445590,177
51186485,178
51218510,179
50602965,180
51106580,181
51093490,182
50850415,183
51160795,184
50744015,185
50219785,186
50930040,187
50923425,188
