10290,0
3395,1
9555,2
1260,3
12110,4
10780,5
6825,6
1330,7
1645,8
12985,9
1925,10
3255,11
8050,12
3325,13
3465,14
10920,15
11585,16
140,17
1995,18
9835,19
5460,20
6440,21
5145,22
7700,23
8715,24
7665,25
11795,26
11900,27
12390,28
3710,29
12180,30
13580,31
420,32
5950,33
1575,34
11935,35
350,36
9100,37
8505,38
7945,39
10395,40
4445,41
6265,42
10535,43
1505,44
13195,45
10010,46
11165,47
1190,48
9345,49
4760,50
4060,51
7350,52
3990,53
6020,54
3500,55
9030,56
7315,57
7035,58
13265,59
1120,60
7560,61
735,62
11725,63
7840,64
10955,65
6755,66
10990,67
6790,68
8015,69
3150,70
11410,71
3780,72
1225,73
2135,74
10080,75
11480,76
5425,77
13160,78
2940,79
665,80
11305,81
7980,82
13370,83
5775,84
595,85
6580,86
12495,87
12425,88
13475,89
9730,90
4235,91
6475,92
2205,93
9940,94
2555,95
2660,96
5110,97
2905,98
11865,99
2415,100
7735,101
1680,102
1155,103
910,104
1540,105
12915,106
3185,107
11970,108
11130,109
1855,110
11340,111
2835,112
4130,113
12215,114
9240,115
1470,116
4550,117
12635,118
3045,119
8120,120
8225,121
9135,122
4935,123
12250,124
11235,125
8365,126
10815,127
1750,128
10605,129
6930,130
11620,131
6125,132
11830,133
8820,134
4655,135
2275,136
840,137
7770,138
4725,139
5670,140
12530,141
875,142
12600,143
9660,144
2975,145
4025,146
8960,147
4410,148
770,149
10255,150
4585,151
7175,152
11760,153
4900,154
385,155
2345,156
9695,157
70,158
1435,159
5075,160
5985,161
9485,162
4305,163
280,164
8470,165
2380,166
1050,167
10710,168
10045,169
10220,170
13090,171
4480,172
7805,173
490,174
3570,175
3080,176
245,177
12880,178
8190,179
11200,180
5005,181
3815,182
5565,183
4830,184
12705,185
8925,186
12670,187
10150,188
8855,189
11060,190
3220,191
9625,192
9275,193
9380,194
7875,195
11550,196
5250,197
2030,198
8155,199
11375,200
5845,201
2695,202
11515,203
2450,204
2310,205
10465,206
13055,207
12810,208
6335,209
5390,210
13230,211
11655,212
10185,213
13125,214
6160,215
12460,216
945,217
1015,218
3640,219
5600,220
4970,221
13650,222
12145,223
3360,224
13020,225
7385,226
9450,227
13335,228
10640,229
4165,230
525,231
1365,232
6510,233
5495,234
2100,235
630,236
4865,237
2730,238
7140,239
9520,240
5880,241
12950,242
5180,243
8995,244
4515,245
10360,246
13405,247
2870,248
2485,249
6055,250
4795,251
12040,252
5530,253
9310,254
13615,255
1295,256
5320,257
8575,258
1400,259
5215,260
8330,261
10850,262
10745,263
5285,264
1085,265
13510,266
6720,267
8260,268
2625,269
9170,270
5705,271
2240,272
3535,273
9590,274
12355,275
3885,276
5040,277
7455,278
10115,279
4270,280
9205,281
6965,282
8890,283
8435,284
1820,285
4200,286
805,287
7595,288
1960,289
6895,290
8295,291
7420,292
11690,293
12285,294
3010,295
5740,296
105,297
9415,298
6090,299
35,300
4095,301
175,302
2170,303
10500,304
6405,305
10885,306
1785,307
2800,308
4690,309
7490,310
11270,311
13440,312
4620,313
2065,314
7910,315
2590,316
7280,317
7000,318
9905,319
980,320
9765,321
4375,322
6650,323
9065,324
3745,325
9975,326
8750,327
3850,328
5355,329
5635,330
3430,331
3115,332
10675,333
7245,334
5915,335
10570,336
6615,337
8085,338
8680,339
1715,340
6545,341
10430,342
11445,343
455,344
12075,345
3675,346
2520,347
8540,348
10325,349
7070,350
3920,351
12740,352
7105,353
2765,354
4340,355
7210,356
12005,357
7525,358
6195,359
1890,360
12845,361
9870,362
11025,363
3290,364
8785,365
12320,366
13545,367
8400,368
9800,369
6370,370
1610,371
12775,372
3955,373
11095,374
7630,375
6230,376
560,377
13300,378
210,379
8645,380
12565,381
700,382
6860,383
6685,384
6300,385
8610,386
3605,387
5810,388
315,389
8996,390
386,391
11551,392
1786,393
4551,394
8401,395
8786,396
7631,397
9416,398
9311,399
1,400
13021,401
11061,402
8121,403
13301,404
10221,405
2486,406
6196,407
7596,408
13126,409
3746,410
7456,411
13406,412
10746,413
2346,414
4411,415
6476,416
9836,417
5111,418
5286,419
1261,420
12881,421
4866,422
12811,423
5531,424
10116,425
11586,426
1716,427
11936,428
7946,429
4481,430
6651,431
701,432
4691,433
5671,434
7771,435
5951,436
12496,437
4831,438
1961,439
5181,440
11831,441
1296,442
10851,443
246,444
3816,445
4656,446
11516,447
8576,448
3886,449
5601,450
771,451
10816,452
2836,453
6966,454
5776,455
11656,456
7001,457
8226,458
736,459
5636,460
9871,461
3606,462
12146,463
2626,464
7176,465
12356,466
631,467
5426,468
2101,469
4201,470
351,471
8611,472
4306,473
7876,474
3641,475
8366,476
5321,477
13371,478
8261,479
6616,480
13441,481
11726,482
13336,483
7666,484
8331,485
491,486
11271,487
9066,488
2976,489
8891,490
1996,491
8156,492
2871,493
12986,494
4796,495
7071,496
13161,497
9626,498
4901,499
5811,500
316,501
1226,502
1891,503
3991,504
3011,505
2276,506
2591,507
4726,508
12671,509
10186,510
7701,511
11166,512
5741,513
2731,514
4376,515
3501,516
12531,517
4516,518
561,519
13196,520
5566,521
10606,522
11096,523
10956,524
2206,525
11796,526
4061,527
176,528
6511,529
7106,530
11971,531
9451,532
9941,533
6266,534
1856,535
7911,536
7491,537
1121,538
456,539
2031,540
1086,541
6406,542
13616,543
911,544
421,545
12076,546
2136,547
6896,548
5461,549
8926,550
5216,551
7246,552
9171,553
2241,554
10046,555
6161,556
10571,557
7561,558
6336,559
2451,560
4236,561
7281,562
10466,563
12251,564
6791,565
7421,566
5391,567
2661,568
1366,569
2311,570
7841,571
8716,572
2801,573
6546,574
9591,575
3956,576
9206,577
12216,578
5076,579
7806,580
9521,581
71,582
7036,583
8436,584
12006,585
3781,586
8086,587
4621,588
2381,589
10886,590
1471,591
11411,592
12601,593
11761,594
9731,595
9976,596
981,597
211,598
6826,599
5356,600
2906,601
2066,602
10676,603
6231,604
